fecha,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,Enfermedades del sistema circulatorio ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema genitourinario,"Enfermedades endocrinas, nutricionales y metabólicas",Causas externas de morbilidad y de mortalidad,Trastornos mentales y del comportamiento,COVID-19,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades de la piel y del tejido subcutáneo,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2018-12-13,61,27,76,7,21,4,9,6,24,9,0,11,1,1,2,2,0,0,1,0,0
2018-12-14,61,24,61,7,24,7,4,14,19,8,0,13,1,1,1,1,0,0,5,0,0
2018-12-15,89,20,59,5,21,3,5,12,27,6,0,6,2,2,1,2,0,0,1,0,0
2018-12-16,77,27,64,13,24,7,14,5,24,10,0,12,0,1,3,2,0,0,0,0,0
2018-12-17,63,28,83,8,19,6,13,8,21,5,0,5,1,3,3,0,0,0,3,0,0
2018-12-18,85,18,79,4,20,1,9,11,28,6,0,10,1,0,3,1,0,0,2,0,0
2018-12-19,77,30,85,13,14,4,7,9,23,7,0,14,1,1,2,0,0,0,2,0,0
2018-12-20,82,24,82,7,15,11,9,13,22,5,0,9,1,2,2,3,0,0,1,0,0
2018-12-21,83,30,63,6,24,7,7,12,16,6,0,15,0,0,2,3,0,0,4,0,0
2018-12-22,80,21,70,6,21,5,7,10,21,7,0,12,4,3,1,4,0,0,1,0,0
2018-12-23,77,25,53,11,20,6,9,10,26,6,0,12,3,0,3,2,0,0,3,0,0
2018-12-24,78,35,66,5,13,6,5,21,17,4,0,8,2,3,1,1,0,0,3,0,0
2018-12-25,64,30,69,6,19,6,7,17,19,7,0,15,3,1,2,1,0,0,1,0,0
2018-12-26,79,24,55,10,31,5,6,17,33,5,0,11,2,4,1,3,0,0,0,0,0
2018-12-27,71,19,68,4,16,7,5,12,19,9,0,12,2,1,3,3,0,0,4,0,0
2018-12-28,76,33,62,12,18,9,9,8,16,7,0,7,1,0,1,4,0,0,1,0,0
2018-12-29,81,44,63,5,19,9,10,13,21,2,0,8,1,0,0,4,0,0,2,0,0
2018-12-30,59,31,67,10,16,2,12,10,28,7,0,12,1,4,1,2,0,0,3,0,0
2018-12-31,92,23,69,6,19,5,7,7,28,9,0,12,0,0,0,0,0,0,3,0,0
2019-01-01,71,25,72,9,19,6,9,12,62,5,0,16,1,3,2,4,0,0,2,0,0
2019-01-02,70,31,89,15,20,2,8,7,31,5,0,7,0,1,0,1,0,0,0,0,0
2019-01-03,68,32,73,7,30,10,11,18,16,9,0,10,1,1,3,2,0,0,2,0,0
2019-01-04,73,37,70,14,22,5,10,14,19,6,0,10,1,4,1,1,0,0,1,0,0
2019-01-05,85,23,63,1,27,9,11,11,24,6,0,12,1,0,0,4,0,0,3,0,0
2019-01-06,100,23,64,13,17,5,1,9,19,5,0,19,2,1,2,2,0,0,4,1,0
2019-01-07,80,25,81,8,17,6,7,12,18,5,0,10,1,2,2,1,0,0,1,0,0
2019-01-08,61,19,67,8,23,3,10,3,17,4,0,16,0,6,4,1,0,0,1,0,0
2019-01-09,81,33,56,5,28,8,5,7,25,7,0,7,1,1,0,2,0,0,3,1,0
2019-01-10,65,29,66,5,22,4,6,9,17,3,0,10,0,2,3,2,0,0,6,0,0
2019-01-11,83,25,65,5,19,7,7,11,19,3,0,6,0,4,0,0,0,0,1,1,0
2019-01-12,76,23,52,9,22,8,8,7,16,5,0,8,1,2,1,1,0,0,0,0,0
2019-01-13,61,32,81,5,17,9,7,8,42,7,0,10,2,1,1,0,0,0,1,0,0
2019-01-14,70,26,63,3,18,7,8,7,13,4,0,11,2,1,1,0,0,0,2,0,0
2019-01-15,72,17,68,4,26,13,5,7,19,3,0,14,2,4,4,3,0,0,1,0,0
2019-01-16,73,30,73,9,17,6,6,11,22,11,0,11,2,2,1,3,0,0,1,0,0
2019-01-17,78,19,56,12,23,3,12,8,29,6,0,3,1,1,1,0,0,0,1,0,0
2019-01-18,79,23,73,9,21,6,7,12,14,3,0,7,0,2,5,2,0,0,1,0,0
2019-01-19,85,23,56,13,25,7,5,6,33,3,0,9,2,1,2,0,0,0,3,0,0
2019-01-20,72,25,67,7,14,4,3,16,28,7,0,4,2,0,1,2,0,0,0,1,0
2019-01-21,73,36,84,2,23,2,8,12,19,7,0,9,0,0,2,2,0,0,3,0,0
2019-01-22,73,28,71,8,21,3,9,10,21,6,0,11,1,0,2,2,0,0,0,0,0
2019-01-23,83,23,65,8,21,5,11,12,23,6,0,11,1,0,3,2,0,0,3,0,0
2019-01-24,87,17,71,5,19,4,13,14,22,4,0,15,2,2,2,1,1,0,7,0,0
2019-01-25,69,31,59,6,29,4,11,10,21,5,0,11,3,1,3,2,0,0,0,0,0
2019-01-26,79,31,71,13,26,9,7,5,32,2,0,7,2,2,5,0,0,1,5,0,0
2019-01-27,64,26,70,5,20,4,7,16,36,3,0,13,0,2,2,2,0,0,3,0,0
2019-01-28,87,32,70,6,26,13,10,15,15,5,0,7,3,2,0,2,0,0,1,0,0
2019-01-29,75,26,68,10,22,9,7,6,15,5,0,11,4,1,3,2,0,0,3,0,0
2019-01-30,76,21,62,7,23,14,10,13,15,4,0,14,0,1,2,1,0,0,3,1,0
2019-01-31,76,21,69,5,23,6,7,11,19,2,0,16,2,5,1,3,0,0,1,0,0
2019-02-01,78,26,77,4,25,8,9,10,29,7,0,11,3,0,2,3,0,0,2,1,0
2019-02-02,77,26,68,8,19,5,9,9,26,4,0,13,2,4,1,7,0,0,2,0,0
2019-02-03,82,29,62,10,22,5,11,13,23,12,0,12,1,3,0,4,1,0,1,0,0
2019-02-04,61,41,78,8,19,7,9,21,28,11,0,16,2,0,0,3,0,0,2,0,0
2019-02-05,76,24,71,10,13,6,7,15,15,8,0,9,3,2,5,2,1,0,1,0,0
2019-02-06,80,38,80,12,25,17,5,11,28,6,0,18,2,1,2,2,0,0,3,0,0
2019-02-07,78,24,68,11,9,9,5,8,27,8,0,12,4,2,2,2,0,0,0,0,0
2019-02-08,95,24,67,15,22,4,8,16,21,4,0,17,0,2,2,1,0,0,1,0,0
2019-02-09,71,32,60,15,19,7,1,11,22,7,0,12,0,0,0,3,0,0,0,0,0
2019-02-10,71,36,86,7,15,6,5,14,26,6,0,11,0,1,2,2,0,0,2,0,0
2019-02-11,59,27,60,6,21,7,7,10,17,11,0,9,1,1,4,1,0,0,1,0,0
2019-02-12,87,24,56,9,18,3,12,11,19,4,0,14,3,3,1,3,0,0,1,0,0
2019-02-13,71,21,61,10,20,5,6,12,22,5,0,10,1,3,1,1,0,0,1,0,0
2019-02-14,63,23,73,7,17,7,10,11,20,4,0,15,4,1,1,2,0,0,2,0,0
2019-02-15,92,29,71,10,23,8,11,4,19,13,0,11,2,3,4,2,0,0,3,0,0
2019-02-16,75,29,72,16,13,8,8,13,20,5,0,12,1,2,0,7,0,0,3,0,0
2019-02-17,67,29,60,11,29,5,6,7,31,4,0,7,3,1,1,6,0,0,0,0,0
2019-02-18,67,28,79,14,27,5,13,12,23,3,0,5,3,4,3,0,0,0,2,0,0
2019-02-19,79,26,58,7,28,8,12,9,30,4,0,15,3,2,2,2,0,0,1,0,0
2019-02-20,71,19,81,10,21,7,6,5,16,6,0,14,4,2,1,3,0,0,1,0,0
2019-02-21,71,35,69,11,14,2,8,11,24,7,0,9,1,0,3,1,0,0,3,0,0
2019-02-22,75,22,58,6,17,5,10,13,20,5,0,6,3,2,0,2,0,0,5,0,0
2019-02-23,90,22,73,4,20,11,12,6,35,13,0,6,5,3,1,1,0,0,3,0,0
2019-02-24,64,31,71,5,21,6,15,11,25,6,0,10,2,0,0,0,0,0,0,0,0
2019-02-25,70,25,66,13,20,7,10,7,21,5,0,12,2,1,2,3,0,0,2,0,0
2019-02-26,87,21,63,3,20,4,6,12,20,5,0,9,1,0,1,2,0,0,3,0,0
2019-02-27,76,28,72,10,21,6,7,10,24,8,0,9,1,1,2,2,0,0,2,0,0
2019-02-28,108,21,56,6,23,4,6,16,12,5,0,9,2,0,1,3,0,0,3,0,0
2019-03-01,80,19,68,6,18,3,9,11,17,2,0,6,2,4,5,0,0,0,1,0,0
2019-03-02,66,19,64,6,16,12,10,12,25,3,0,13,0,1,1,3,0,0,2,0,0
2019-03-03,79,24,65,12,24,2,6,7,28,13,0,8,4,4,0,4,0,0,1,0,0
2019-03-04,79,29,63,6,10,7,6,11,17,3,0,12,6,1,2,1,0,0,5,0,0
2019-03-05,60,21,60,7,16,9,4,9,14,4,0,7,1,4,4,1,0,0,0,0,0
2019-03-06,68,24,67,7,29,4,9,13,12,8,0,7,3,1,2,4,0,0,4,0,0
2019-03-07,76,22,70,6,17,6,10,11,14,8,0,13,1,0,2,1,0,0,2,0,0
2019-03-08,82,21,65,5,17,7,7,7,23,6,0,7,1,2,4,1,0,0,3,0,0
2019-03-09,70,24,63,10,27,8,4,8,25,9,0,14,1,3,1,3,0,0,3,0,0
2019-03-10,80,23,63,9,16,6,6,15,22,7,0,5,4,3,2,1,0,1,2,0,0
2019-03-11,98,16,62,11,25,8,6,9,19,8,0,11,2,2,1,2,0,0,1,0,0
2019-03-12,73,26,57,5,20,5,11,7,22,7,0,6,3,3,3,1,0,0,2,0,0
2019-03-13,78,18,76,2,29,9,9,8,6,12,0,11,3,0,5,1,0,0,2,0,0
2019-03-14,83,30,62,6,31,4,5,9,22,6,0,8,0,1,4,0,0,0,3,0,0
2019-03-15,75,26,69,6,16,4,6,9,12,6,0,8,3,0,1,3,0,0,0,0,0
2019-03-16,84,25,54,10,19,8,9,11,26,9,0,14,2,2,1,1,0,0,1,0,0
2019-03-17,80,20,77,2,19,4,9,7,29,9,0,10,0,0,2,1,0,0,3,0,0
2019-03-18,76,16,63,2,26,10,9,16,25,3,0,17,2,1,1,3,0,0,1,0,0
2019-03-19,61,26,47,6,16,4,8,8,17,7,0,6,1,1,4,3,0,0,3,0,0
2019-03-20,68,35,51,11,29,7,11,14,18,5,0,8,3,1,3,3,0,0,2,0,0
2019-03-21,100,31,49,9,26,4,7,7,19,4,0,10,3,3,3,2,0,0,1,0,0
2019-03-22,74,35,65,5,19,5,9,9,13,5,0,11,2,1,1,3,0,0,0,0,0
2019-03-23,82,32,65,5,24,9,11,11,30,7,0,8,3,1,3,0,0,0,1,0,0
2019-03-24,88,19,89,5,18,6,9,6,25,5,0,15,1,1,0,4,0,0,2,0,0
2019-03-25,73,26,60,9,23,4,5,13,21,9,0,13,0,3,3,5,0,0,4,0,0
2019-03-26,61,21,51,6,18,5,9,8,19,7,0,11,2,2,3,1,0,0,5,0,0
2019-03-27,77,40,65,8,24,8,11,11,10,7,0,12,3,3,4,1,0,0,0,0,0
2019-03-28,74,33,68,7,18,3,5,10,18,5,0,9,5,1,0,0,0,0,1,0,0
2019-03-29,74,22,46,10,22,4,6,5,18,2,0,5,2,2,2,1,0,0,3,0,0
2019-03-30,82,27,72,8,27,6,15,16,21,5,0,7,0,0,0,0,0,0,1,0,0
2019-03-31,79,34,67,9,35,3,8,9,26,8,0,8,1,2,1,3,0,0,2,0,0
2019-04-01,74,20,73,11,26,7,15,12,26,7,0,11,2,1,2,3,0,0,0,0,0
2019-04-02,73,25,63,7,24,9,8,13,23,10,0,9,2,3,2,3,0,0,4,1,0
2019-04-03,80,29,63,2,21,6,10,12,13,4,0,5,2,0,4,0,0,0,4,0,0
2019-04-04,84,22,58,14,18,6,9,5,18,7,0,4,1,3,2,2,0,0,2,0,0
2019-04-05,73,30,77,11,22,6,9,11,15,5,0,13,1,1,2,5,0,0,3,0,0
2019-04-06,101,32,92,9,15,6,7,11,22,9,0,6,0,0,2,1,0,0,2,0,0
2019-04-07,92,34,63,5,24,4,4,12,20,7,0,9,3,0,0,3,0,0,2,1,0
2019-04-08,87,32,71,7,23,6,2,15,16,9,0,18,4,2,1,3,0,0,2,0,0
2019-04-09,65,33,73,5,27,6,5,10,17,3,0,17,1,1,0,4,0,0,0,0,0
2019-04-10,80,29,66,2,23,6,7,15,15,11,0,16,1,4,2,1,0,0,2,0,0
2019-04-11,63,28,73,3,19,4,4,9,15,6,0,12,1,1,0,1,0,0,2,1,0
2019-04-12,94,29,70,12,27,4,5,10,18,12,0,8,3,0,2,0,0,0,1,0,0
2019-04-13,79,38,57,8,19,7,8,10,25,9,0,8,1,0,6,0,0,0,3,0,0
2019-04-14,88,28,84,6,24,5,6,16,31,7,0,14,1,2,0,1,0,0,0,0,0
2019-04-15,91,38,68,9,20,4,6,7,14,7,0,15,2,1,3,4,0,0,3,0,0
2019-04-16,77,38,73,9,18,3,9,12,24,4,0,11,4,4,1,2,0,0,3,0,0
2019-04-17,83,30,70,3,31,5,11,12,18,4,0,19,2,2,3,2,0,0,3,0,0
2019-04-18,90,24,59,10,25,3,2,11,17,12,0,11,0,2,2,2,0,0,1,0,0
2019-04-19,74,29,80,10,18,5,3,6,35,5,0,10,2,3,0,2,0,0,3,0,0
2019-04-20,82,28,75,10,17,8,4,8,20,5,0,17,0,0,2,3,0,0,2,0,0
2019-04-21,79,20,63,8,24,3,10,11,19,6,0,9,0,3,0,3,0,0,2,1,0
2019-04-22,71,39,77,4,29,2,7,13,23,13,0,9,2,1,1,1,0,0,1,0,0
2019-04-23,96,32,71,8,30,6,5,15,12,11,0,12,2,0,0,0,0,0,1,0,0
2019-04-24,94,17,81,4,19,7,6,10,29,7,0,8,3,1,1,3,0,0,2,0,0
2019-04-25,79,33,73,6,22,8,4,13,16,5,0,15,2,0,3,1,0,0,1,0,0
2019-04-26,70,20,76,8,23,9,6,11,21,4,0,21,3,3,2,2,0,0,2,0,0
2019-04-27,78,35,72,10,16,7,14,7,17,7,0,9,4,0,2,2,0,0,3,0,0
2019-04-28,80,37,77,16,31,1,6,9,23,7,0,9,2,1,1,0,0,0,3,0,0
2019-04-29,73,36,70,7,28,3,12,10,18,10,0,12,1,1,1,3,0,0,1,0,0
2019-04-30,76,38,80,8,20,6,8,7,22,8,0,15,1,2,0,2,0,0,2,0,0
2019-05-01,92,33,68,5,22,6,10,11,30,5,0,9,1,1,1,1,0,0,1,0,0
2019-05-02,78,32,79,6,19,5,13,13,19,10,0,10,0,5,3,1,0,0,1,0,0
2019-05-03,89,30,88,10,25,4,9,16,23,9,0,11,4,1,5,3,0,0,5,0,0
2019-05-04,79,43,80,10,18,5,10,13,26,4,0,8,1,1,2,2,0,0,4,0,0
2019-05-05,94,40,59,6,24,3,6,13,16,3,0,15,1,1,3,2,0,0,1,0,0
2019-05-06,79,29,70,5,20,6,4,24,21,5,0,6,2,1,2,2,0,0,1,0,0
2019-05-07,72,37,60,12,24,10,7,12,25,5,0,13,3,2,0,4,0,0,1,0,0
2019-05-08,59,39,64,3,21,9,7,10,12,6,0,12,2,5,2,1,0,0,0,0,0
2019-05-09,84,43,90,7,19,4,7,12,15,12,0,11,2,1,4,1,0,0,1,0,0
2019-05-10,63,31,83,15,27,3,14,6,17,5,0,11,3,1,2,3,0,0,1,0,0
2019-05-11,87,29,83,12,28,5,10,11,23,5,0,9,0,2,0,1,0,0,0,0,0
2019-05-12,77,43,106,5,22,12,14,17,29,7,0,12,2,2,2,3,0,0,1,0,0
2019-05-13,89,42,79,13,21,10,10,9,18,4,0,21,3,3,1,1,0,0,3,0,0
2019-05-14,66,32,80,11,38,4,9,12,26,7,0,14,3,1,3,2,0,0,4,0,0
2019-05-15,80,29,86,10,30,9,12,10,21,9,0,17,1,2,3,1,0,0,3,0,0
2019-05-16,69,39,69,12,25,4,14,5,16,4,0,18,2,3,1,1,0,0,3,0,0
2019-05-17,75,42,77,9,28,4,6,17,20,8,0,9,3,2,0,2,0,0,3,0,0
2019-05-18,88,41,67,8,18,8,7,15,18,3,0,6,3,0,1,3,0,0,2,0,0
2019-05-19,74,46,89,8,18,9,6,11,28,3,0,10,2,2,0,1,0,0,1,0,0
2019-05-20,83,43,87,10,19,6,8,16,26,8,0,14,2,1,2,1,0,0,2,0,0
2019-05-21,71,31,101,10,22,12,13,15,26,5,0,7,1,3,1,3,1,0,4,0,0
2019-05-22,86,51,93,12,25,4,10,18,25,9,0,16,4,1,1,3,0,0,4,0,0
2019-05-23,72,42,92,8,29,9,7,12,15,7,0,17,0,1,2,2,0,0,1,0,0
2019-05-24,88,45,94,10,25,6,10,17,22,9,0,9,0,2,3,0,0,0,1,0,0
2019-05-25,75,51,84,13,32,4,4,19,14,6,0,14,2,3,5,1,0,0,2,0,0
2019-05-26,71,57,107,14,23,9,5,19,21,11,0,14,1,4,3,2,0,0,2,0,0
2019-05-27,69,36,85,10,31,3,11,13,19,11,0,18,2,3,1,2,0,0,1,0,0
2019-05-28,65,64,73,15,26,8,9,15,13,10,0,9,1,5,1,1,0,0,5,0,0
2019-05-29,76,58,88,5,25,6,13,13,14,9,0,16,3,2,4,2,0,0,3,0,0
2019-05-30,97,66,93,10,32,5,7,14,24,5,0,19,1,2,3,2,0,0,4,0,0
2019-05-31,91,56,75,10,22,9,8,17,18,9,0,14,2,5,2,1,0,0,5,0,0
2019-06-01,89,52,76,10,15,9,20,17,19,6,0,14,4,2,1,0,0,0,3,0,0
2019-06-02,68,48,88,12,24,3,11,10,28,6,0,13,2,3,1,0,0,0,1,0,0
2019-06-03,74,64,84,11,28,9,19,16,23,5,0,10,2,5,2,1,0,0,1,0,0
2019-06-04,84,64,79,5,25,5,16,15,13,5,0,9,6,2,6,1,0,0,1,0,0
2019-06-05,81,56,80,14,22,8,10,11,15,3,0,17,3,5,3,4,0,0,1,0,0
2019-06-06,64,65,87,11,24,6,10,17,15,8,0,15,3,0,3,1,0,0,1,0,0
2019-06-07,73,41,75,19,18,5,8,19,14,2,0,8,1,1,0,1,0,0,1,0,0
2019-06-08,75,50,78,10,31,6,14,17,23,1,0,9,3,1,1,2,0,0,3,0,0
2019-06-09,81,74,81,15,17,8,10,17,19,7,0,19,0,1,3,6,0,0,2,0,0
2019-06-10,93,48,92,17,21,7,12,17,17,8,0,4,2,2,1,1,0,0,0,0,0
2019-06-11,73,58,77,9,23,9,9,14,27,5,0,15,3,1,4,2,0,1,2,0,0
2019-06-12,82,41,99,14,14,8,12,10,13,8,0,23,1,3,3,3,0,0,2,0,0
2019-06-13,76,47,84,18,26,9,8,15,27,9,0,11,2,2,7,2,0,0,0,0,0
2019-06-14,89,50,74,13,30,9,11,14,17,6,0,21,3,2,2,3,0,0,1,1,0
2019-06-15,79,52,104,13,25,12,6,18,31,12,0,9,2,0,2,0,0,0,0,0,0
2019-06-16,87,71,84,16,15,7,17,12,31,4,0,14,1,1,1,2,0,0,1,1,0
2019-06-17,66,51,89,13,22,8,13,11,22,9,0,9,3,2,5,0,0,0,2,0,0
2019-06-18,90,67,94,18,17,14,7,17,12,8,0,8,5,1,1,2,0,0,1,0,0
2019-06-19,87,71,94,20,18,9,14,13,24,8,0,17,4,4,0,2,0,1,2,0,0
2019-06-20,76,58,106,19,28,5,13,9,17,6,0,12,2,2,2,2,0,0,3,0,0
2019-06-21,74,49,86,14,30,15,17,13,16,7,0,10,1,1,1,1,0,0,1,0,0
2019-06-22,74,62,86,14,29,5,13,18,21,10,0,10,3,1,2,3,0,0,1,0,0
2019-06-23,80,47,93,16,18,8,10,20,31,4,0,14,8,1,2,4,0,0,0,0,0
2019-06-24,74,67,109,22,17,13,9,14,34,8,0,12,0,3,2,3,0,0,2,0,0
2019-06-25,68,59,87,12,21,6,10,24,25,11,0,17,1,3,1,2,0,0,1,0,0
2019-06-26,81,73,90,20,31,12,17,16,25,5,0,20,2,1,2,1,0,0,1,0,0
2019-06-27,79,61,85,15,16,5,11,7,12,8,0,12,1,1,5,2,0,0,0,0,0
2019-06-28,74,57,102,12,25,12,12,11,14,5,0,12,1,2,3,4,0,0,2,0,0
2019-06-29,81,65,115,15,12,7,10,8,23,4,0,4,3,1,3,0,0,0,3,0,0
2019-06-30,77,63,108,11,13,7,9,12,22,8,0,10,1,4,3,2,0,0,0,0,0
2019-07-01,101,58,96,14,32,3,18,19,11,9,0,13,1,1,3,2,0,0,6,0,0
2019-07-02,71,42,85,18,27,8,4,18,20,8,0,16,1,4,2,1,0,0,2,1,0
2019-07-03,75,46,99,9,28,3,14,14,19,7,0,6,6,1,0,2,0,0,3,0,0
2019-07-04,80,47,90,13,31,5,8,9,20,10,0,16,0,2,4,3,0,0,1,0,0
2019-07-05,89,51,96,8,30,10,11,18,15,10,0,12,1,4,1,3,0,0,0,0,0
2019-07-06,94,50,110,20,23,3,9,12,22,5,0,18,0,0,2,1,0,0,0,0,0
2019-07-07,68,56,95,13,24,8,9,19,21,9,0,14,2,2,1,3,0,0,1,0,0
2019-07-08,75,61,91,11,32,8,8,13,24,9,0,7,0,1,1,3,0,0,1,0,0
2019-07-09,89,57,80,10,23,8,10,13,24,6,0,11,1,3,3,3,0,0,0,0,0
2019-07-10,71,60,75,9,23,4,16,7,24,9,0,12,1,1,2,4,0,0,0,0,0
2019-07-11,80,57,93,19,19,9,8,10,28,10,0,20,0,4,3,2,0,0,0,0,0
2019-07-12,65,59,99,8,16,7,17,14,29,7,0,13,2,4,5,5,0,0,3,0,0
2019-07-13,71,41,81,14,29,10,13,15,16,7,0,14,2,0,1,1,0,0,3,0,0
2019-07-14,77,52,96,7,20,7,14,10,22,10,0,17,2,3,1,3,0,0,0,0,0
2019-07-15,80,71,90,15,22,4,6,16,23,11,0,19,1,2,2,3,0,0,1,0,0
2019-07-16,64,68,105,8,26,6,14,14,27,7,0,16,2,4,2,3,0,0,1,0,0
2019-07-17,64,53,88,18,33,7,10,6,16,6,0,13,0,1,3,3,0,0,3,0,0
2019-07-18,85,71,87,13,20,4,6,10,24,9,0,9,2,2,2,4,0,0,0,0,0
2019-07-19,81,49,75,13,28,5,9,16,12,8,0,14,3,2,3,3,0,0,5,0,0
2019-07-20,95,53,82,19,25,6,11,17,17,7,0,12,1,3,2,1,0,0,4,0,0
2019-07-21,58,59,85,20,19,7,12,18,26,7,0,10,2,4,3,1,0,0,3,0,0
2019-07-22,79,55,93,10,20,4,9,16,13,7,0,11,1,2,1,4,0,0,0,1,0
2019-07-23,74,55,96,14,29,7,7,12,17,9,0,13,1,1,0,2,0,0,1,0,0
2019-07-24,62,47,88,13,23,5,16,10,10,6,0,6,3,1,0,3,0,0,2,1,0
2019-07-25,78,46,93,13,21,6,13,14,17,11,0,21,3,0,0,4,0,0,0,0,0
2019-07-26,76,61,98,10,19,7,13,17,19,11,0,18,1,3,3,3,0,0,2,0,0
2019-07-27,84,65,81,13,16,8,12,11,26,9,0,16,1,1,1,3,0,0,2,0,0
2019-07-28,68,46,84,14,20,9,9,15,33,9,0,13,3,3,0,2,0,0,5,0,0
2019-07-29,79,50,103,11,28,7,9,14,32,10,0,14,1,3,1,2,0,0,4,0,0
2019-07-30,83,52,111,12,23,7,17,18,20,9,0,19,4,1,3,3,0,0,2,0,0
2019-07-31,70,42,77,15,14,3,16,15,18,6,0,11,1,3,0,5,0,0,1,0,0
2019-08-01,71,49,86,8,23,3,15,14,18,7,0,9,4,4,0,3,0,0,2,0,0
2019-08-02,63,52,79,14,23,10,11,12,17,5,0,11,0,1,3,1,0,0,5,0,0
2019-08-03,80,55,78,11,27,3,10,16,32,6,0,13,3,2,0,3,0,0,2,1,0
2019-08-04,65,48,97,12,24,7,9,13,28,7,0,9,1,0,2,2,0,0,3,0,0
2019-08-05,73,38,87,11,18,8,4,11,23,10,0,21,3,4,0,2,0,0,3,0,0
2019-08-06,61,60,85,13,23,11,6,18,14,7,0,18,2,0,3,2,0,1,3,0,0
2019-08-07,58,43,80,11,31,9,12,11,20,10,0,12,1,3,1,2,0,0,5,0,0
2019-08-08,90,43,76,7,16,7,10,7,26,8,0,8,2,1,2,1,0,0,1,0,0
2019-08-09,72,56,104,10,29,6,16,17,13,6,0,9,3,1,1,1,0,0,4,0,0
2019-08-10,68,49,88,10,25,3,9,17,18,4,0,14,2,5,4,1,0,0,1,0,0
2019-08-11,79,50,90,12,24,12,10,11,23,9,0,16,1,1,3,0,0,0,1,1,0
2019-08-12,63,62,94,9,20,5,10,13,18,7,0,15,2,3,1,4,0,0,1,0,0
2019-08-13,72,51,95,14,18,6,12,16,24,5,0,17,3,1,1,5,0,0,3,0,0
2019-08-14,81,53,88,12,34,5,15,9,28,11,0,16,3,3,2,6,0,0,2,0,0
2019-08-15,74,48,80,10,23,11,9,11,30,4,0,11,1,0,1,1,0,0,3,0,0
2019-08-16,67,47,77,10,26,7,9,7,21,10,0,15,1,0,0,2,0,0,2,0,0
2019-08-17,81,57,82,6,17,6,16,17,22,5,0,18,0,1,2,4,0,0,2,1,0
2019-08-18,67,39,73,14,19,10,13,12,28,9,0,9,2,0,1,6,0,0,1,0,0
2019-08-19,66,46,77,4,18,4,12,15,23,4,0,12,3,3,2,3,0,0,2,1,0
2019-08-20,85,61,79,13,29,8,11,14,21,10,0,11,2,5,2,3,0,0,4,0,0
2019-08-21,79,52,94,12,20,13,11,12,13,5,0,13,1,1,2,2,0,0,0,0,0
2019-08-22,70,48,79,13,24,5,11,12,18,8,0,14,0,0,1,6,0,0,3,0,0
2019-08-23,71,41,89,14,24,4,5,9,21,7,0,9,1,4,2,1,0,0,1,0,0
2019-08-24,77,42,81,12,26,2,5,8,32,11,0,8,2,2,1,0,0,0,1,0,0
2019-08-25,87,48,78,10,21,2,7,16,25,8,0,17,1,2,2,4,0,0,4,0,0
2019-08-26,73,60,77,4,16,3,9,16,19,8,0,8,4,2,3,4,0,0,5,0,0
2019-08-27,72,51,78,10,22,7,9,16,16,4,0,16,3,0,2,3,0,0,0,0,0
2019-08-28,85,48,70,13,17,11,14,13,11,5,0,16,0,3,2,2,0,0,2,0,0
2019-08-29,79,49,98,6,17,2,13,16,21,4,0,7,1,0,3,0,0,0,1,0,0
2019-08-30,58,41,73,9,24,9,11,12,17,6,0,15,1,1,3,2,0,0,4,0,0
2019-08-31,77,23,87,4,32,4,13,12,24,4,0,19,1,1,0,2,0,0,3,0,0
2019-09-01,88,52,94,10,21,9,10,10,21,13,0,7,1,1,2,1,0,0,0,0,0
2019-09-02,91,37,89,3,26,2,11,16,20,7,0,10,0,3,2,2,0,0,4,0,0
2019-09-03,70,65,67,10,20,7,11,19,20,10,0,13,1,4,0,1,0,0,1,0,0
2019-09-04,98,43,82,13,25,8,6,11,16,3,0,18,2,0,2,4,0,0,0,0,0
2019-09-05,72,35,76,6,15,5,10,12,17,9,0,10,1,2,2,2,0,0,2,0,0
2019-09-06,81,39,72,12,22,5,9,10,16,9,0,7,3,3,2,3,0,0,2,0,0
2019-09-07,77,40,88,16,24,7,10,16,22,11,0,11,5,1,1,2,0,0,2,1,0
2019-09-08,79,34,74,16,29,7,11,11,20,5,0,9,1,0,0,3,0,0,4,0,0
2019-09-09,70,41,91,10,20,6,7,20,22,5,0,20,2,3,1,0,0,0,2,0,0
2019-09-10,67,42,72,13,27,6,11,15,25,5,0,11,2,5,3,6,0,0,0,0,0
2019-09-11,94,42,91,9,17,5,9,11,18,7,0,10,1,4,3,3,0,0,2,0,0
2019-09-12,87,61,83,11,30,4,11,10,12,6,0,10,2,1,2,3,0,0,1,0,0
2019-09-13,63,41,85,7,19,3,13,10,23,9,0,10,2,3,2,4,0,0,1,0,0
2019-09-14,75,51,66,7,21,8,6,13,21,6,0,17,3,3,2,0,0,0,2,0,0
