fecha,Enfermedades del sistema circulatorio ,COVID-19,Enfermedades del sistema respiratorio ,Enfermedades del sistema nervioso central,Enfermedades del sistema digestivo,Trastornos mentales y del comportamiento,Causas externas de morbilidad y de mortalidad,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabÃ³licas","SÃ­ntomas, signos y hallazgos anormales clÃ­nicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema genitourinario,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades de la piel y del tejido subcutÃ¡neo,"Malformaciones congÃ©nitas, deformidades y anomalÃ­as cromosÃ³micas","Enfermedades de la sangre y de los Ã³rganos hematopoyÃ©ticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del oÃ­do y de la apÃ³fisis mastoides,Enfermedades del ojo y sus anexos ,Ciertas afecciones originadas en el perÃ­odo perinatal,"Embarazo, parto y puerperio",CÃ³digos para propÃ³sitos especiales
2019-08-17,81,0,57,18,17,5,22,81,17,7,16,6,1,4,2,0,0,0,2,1,0
2019-08-18,72,0,39,9,19,9,28,67,12,15,13,10,0,6,1,2,0,0,1,0,0
2019-08-19,77,0,46,12,18,4,23,65,14,5,13,4,3,3,2,3,0,0,2,1,0
2019-08-20,78,0,61,11,29,10,21,85,13,15,11,8,5,3,2,2,0,0,4,0,0
2019-08-21,94,0,52,12,20,5,13,79,12,13,11,13,1,2,2,1,0,0,0,0,0
2019-08-22,78,0,48,14,23,8,18,70,12,15,11,5,0,6,1,0,0,0,3,0,0
2019-08-23,89,0,41,9,24,7,21,71,9,14,5,4,4,1,2,1,0,0,1,0,0
2019-08-24,80,0,42,8,25,11,32,76,8,15,5,2,2,0,1,2,0,0,1,0,0
2019-08-25,78,0,46,15,21,7,25,87,16,13,7,2,2,6,2,1,0,0,4,0,0
2019-08-26,76,0,60,8,16,8,19,73,16,5,9,3,2,4,3,4,0,0,5,0,0
2019-08-27,76,0,51,15,22,4,16,72,16,13,9,7,0,3,2,3,0,0,0,0,0
2019-08-28,69,0,48,16,17,5,11,84,13,15,14,11,3,2,2,0,0,0,2,0,0
2019-08-29,97,0,49,7,17,4,21,79,16,7,13,2,0,0,3,1,0,0,1,0,0
2019-08-30,73,0,41,14,23,6,17,58,12,10,11,10,1,2,3,1,0,0,4,0,0
2019-08-31,83,0,23,18,32,4,24,76,11,11,13,4,1,2,0,1,0,0,3,0,0
2019-09-01,93,0,52,7,21,13,21,87,10,12,10,9,1,1,2,1,0,0,0,0,0
2019-09-02,89,0,37,10,26,7,20,90,16,4,11,2,3,2,2,0,0,0,4,0,0
2019-09-03,65,0,65,13,20,10,20,69,17,13,13,7,3,2,0,1,0,0,1,0,0
2019-09-04,82,0,42,16,24,3,16,97,11,16,6,9,0,5,2,2,0,0,0,0,0
2019-09-05,76,0,35,9,15,9,17,71,12,7,10,6,2,2,2,1,0,0,2,0,0
2019-09-06,72,0,38,7,22,9,16,80,10,15,9,4,3,3,2,3,0,0,2,0,0
2019-09-07,86,0,40,11,24,11,22,77,14,20,10,7,1,2,1,5,0,0,2,1,0
2019-09-08,74,0,34,8,28,5,20,79,10,16,12,8,0,4,0,1,0,0,4,0,0
2019-09-09,89,0,40,20,20,5,22,70,19,13,8,6,3,0,1,2,0,0,2,0,0
2019-09-10,72,0,42,11,26,5,25,67,15,14,11,7,4,6,3,2,0,0,0,0,0
2019-09-11,84,0,42,10,17,7,18,94,11,16,9,5,4,3,3,1,0,0,2,0,0
2019-09-12,83,0,61,10,29,6,12,87,10,11,11,5,1,3,2,2,0,0,1,0,0
2019-09-13,84,0,41,10,19,9,22,63,10,9,13,3,2,5,2,2,0,0,1,0,0
2019-09-14,64,0,50,17,21,6,21,75,12,10,6,9,3,0,2,3,0,0,2,0,0
2019-09-15,97,0,50,9,28,12,17,82,8,10,6,4,0,3,1,0,0,0,0,0,0
2019-09-16,77,0,42,4,21,6,17,83,13,18,14,6,4,6,4,2,0,0,2,0,0
2019-09-17,87,0,49,8,16,11,24,78,8,10,5,5,1,1,0,6,0,0,3,0,0
2019-09-18,98,0,45,7,24,3,19,65,9,12,5,8,1,4,1,6,0,0,1,0,0
2019-09-19,92,0,40,12,22,7,35,71,13,12,9,4,1,1,1,3,0,0,1,0,0
2019-09-20,78,0,55,12,23,9,21,72,11,14,13,3,0,0,0,2,0,0,1,0,0
2019-09-21,91,0,58,16,28,2,24,68,9,8,9,9,3,5,0,1,0,0,2,0,0
2019-09-22,86,0,43,25,24,9,25,60,10,13,10,2,0,1,1,3,0,0,1,0,0
2019-09-23,88,0,51,14,25,6,31,99,11,9,9,9,1,1,1,6,0,0,1,0,0
2019-09-24,84,0,48,10,24,10,19,85,16,17,15,5,1,3,3,2,0,0,3,0,0
2019-09-25,83,0,56,13,27,4,20,67,14,12,12,11,0,0,0,3,0,0,2,0,0
2019-09-26,67,0,40,12,22,11,17,76,10,12,6,4,0,3,1,2,0,0,3,0,0
2019-09-27,75,0,46,15,14,11,17,65,12,18,12,4,1,3,2,2,0,0,2,0,0
2019-09-28,79,0,37,14,19,4,23,86,16,14,10,8,1,2,2,3,0,0,0,0,0
2019-09-29,89,0,42,16,26,10,31,71,10,14,4,8,2,3,3,5,0,0,3,0,0
2019-09-30,67,0,38,10,22,10,18,77,17,19,6,7,1,0,2,1,1,0,1,0,0
2019-10-01,84,0,32,8,29,6,24,71,14,8,17,5,1,3,5,1,0,0,1,0,0
2019-10-02,78,0,50,15,14,5,16,69,18,17,6,5,3,4,2,3,0,0,0,0,0
2019-10-03,85,0,45,9,22,3,15,65,9,15,3,8,3,1,1,2,0,0,3,0,0
2019-10-04,75,0,46,12,25,10,15,79,18,10,15,8,1,4,0,2,0,0,1,0,0
2019-10-05,80,0,52,11,24,9,23,65,9,7,16,10,1,3,0,1,0,0,2,0,0
2019-10-06,97,0,48,11,21,5,30,68,14,13,8,5,2,3,3,2,0,0,1,0,0
2019-10-07,69,0,44,15,24,10,18,83,13,14,14,10,3,1,1,2,0,0,2,0,0
2019-10-08,70,0,43,15,20,2,21,106,19,15,15,5,4,3,2,1,0,0,3,0,0
2019-10-09,69,0,44,13,26,10,21,86,11,11,6,7,2,1,3,0,0,0,7,0,0
2019-10-10,81,0,30,13,29,5,26,57,14,16,11,6,3,2,6,3,0,0,3,1,0
2019-10-11,67,0,33,5,19,8,19,60,12,9,9,6,3,1,0,1,0,0,2,0,0
2019-10-12,69,0,39,14,18,6,23,81,13,10,9,6,0,1,0,3,0,0,2,0,0
2019-10-13,65,0,41,9,20,4,26,58,11,16,16,8,0,5,2,2,0,0,3,0,0
2019-10-14,84,0,42,11,19,7,21,87,13,14,8,13,2,2,1,4,0,0,2,0,0
2019-10-15,84,0,47,2,20,6,14,84,7,5,9,6,2,5,3,2,0,0,3,0,0
2019-10-16,70,0,34,7,21,3,26,62,11,13,3,5,2,4,2,0,0,0,0,0,0
2019-10-17,76,0,50,9,22,4,18,65,13,10,8,8,2,4,2,3,0,0,1,0,0
2019-10-18,74,0,35,13,28,4,13,77,7,3,7,7,3,6,2,4,0,0,0,0,0
2019-10-19,93,0,33,12,21,11,22,67,13,12,5,4,1,0,1,3,0,0,0,0,0
2019-10-20,68,0,39,9,16,6,38,79,8,14,10,7,0,1,0,1,0,0,2,0,0
2019-10-21,79,0,46,11,15,5,23,68,9,11,12,2,1,3,0,4,0,0,1,0,0
2019-10-22,97,0,39,5,25,5,22,73,15,7,8,6,2,1,4,4,0,0,3,0,0
2019-10-23,76,0,41,13,28,4,16,78,12,2,8,7,3,2,1,3,0,0,1,0,0
2019-10-24,79,0,46,11,11,8,14,75,11,7,7,8,0,2,0,1,0,0,0,0,0
2019-10-25,70,0,33,6,14,3,19,64,12,10,6,4,0,5,1,1,0,0,4,0,0
2019-10-26,63,0,45,7,26,3,23,82,15,11,8,9,0,0,1,3,0,0,0,0,0
2019-10-27,62,0,48,7,25,3,23,87,7,10,14,2,3,1,1,3,0,0,1,0,0
2019-10-28,73,0,37,10,29,5,26,61,15,9,4,8,2,3,2,2,0,0,3,0,0
2019-10-29,70,0,39,6,14,2,28,96,9,10,19,8,0,6,2,2,0,0,3,0,0
2019-10-30,89,0,29,9,17,7,14,75,17,9,15,4,0,0,1,3,0,0,3,0,0
2019-10-31,85,0,33,9,15,8,21,79,7,12,12,6,1,3,2,1,0,0,1,0,0
2019-11-01,70,0,24,7,18,5,32,62,15,8,4,5,0,5,3,4,0,0,0,0,0
2019-11-02,82,0,30,12,24,9,16,73,12,14,9,9,1,1,1,4,0,0,0,0,0
2019-11-03,75,0,26,12,22,4,17,82,13,6,13,9,2,4,0,2,0,0,3,0,0
2019-11-04,58,0,32,5,19,9,24,68,9,7,8,6,1,1,2,0,0,0,2,0,0
2019-11-05,75,0,32,13,17,5,25,64,8,11,9,3,0,2,1,3,0,0,1,0,0
2019-11-06,86,0,39,12,20,5,19,70,10,5,9,5,1,2,1,1,0,0,1,0,0
2019-11-07,75,0,44,10,22,6,20,80,15,6,11,5,2,2,2,1,0,0,1,0,0
2019-11-08,78,0,42,7,21,7,23,84,11,9,12,10,0,4,1,2,0,0,2,0,0
2019-11-09,87,0,42,10,25,5,34,81,7,11,14,6,2,1,3,1,0,0,0,0,0
2019-11-10,70,0,30,11,20,4,27,78,11,6,13,7,3,2,1,2,0,0,4,0,0
2019-11-11,68,0,43,11,20,4,27,69,18,15,10,6,0,2,1,2,0,0,0,0,0
2019-11-12,72,0,38,17,22,12,19,61,7,12,8,5,2,2,1,2,0,0,0,0,0
2019-11-13,73,0,32,12,16,8,20,80,8,10,5,10,0,6,0,2,0,0,2,0,0
2019-11-14,69,0,37,10,25,5,17,72,7,9,8,5,1,2,4,0,0,0,2,0,0
2019-11-15,72,0,35,8,19,8,26,81,8,11,5,11,3,2,2,3,0,0,1,0,0
2019-11-16,73,0,27,10,21,11,22,68,16,12,11,5,1,2,3,2,0,0,2,0,0
2019-11-17,79,0,35,12,17,7,28,71,7,11,17,6,3,1,1,4,0,0,0,0,0
2019-11-18,75,0,28,8,23,9,16,76,10,10,6,9,2,2,1,3,0,0,0,1,0
2019-11-19,66,0,45,6,25,5,25,78,10,10,12,6,0,3,1,5,0,0,3,0,0
2019-11-20,72,0,42,11,22,5,33,74,9,18,12,4,3,2,1,3,0,0,3,0,0
2019-11-21,77,0,38,11,30,9,17,78,14,12,6,7,3,0,0,3,0,0,2,0,0
2019-11-22,80,0,27,9,18,4,21,73,13,5,8,7,0,2,1,0,0,0,4,0,0
2019-11-23,77,0,40,5,10,5,22,65,9,12,10,7,1,0,3,2,0,0,0,0,0
2019-11-24,66,0,40,8,16,8,22,63,8,7,7,10,1,2,1,1,0,0,3,0,0
2019-11-25,61,0,35,6,18,1,29,71,7,5,10,4,1,2,0,2,0,0,2,0,0
2019-11-26,69,0,26,5,15,10,21,79,9,8,13,7,2,3,1,2,0,0,0,0,0
2019-11-27,59,0,22,13,24,4,24,90,10,2,6,8,2,4,2,2,0,0,1,0,0
2019-11-28,67,0,24,6,22,2,28,81,11,12,9,6,2,1,7,0,0,0,2,0,0
2019-11-29,80,0,35,13,23,3,18,90,10,13,6,9,0,6,2,0,0,0,2,0,0
2019-11-30,68,0,36,10,15,6,37,67,15,9,3,7,0,2,3,4,0,0,1,0,0
2019-12-01,74,0,24,14,21,4,46,79,8,16,6,6,3,2,1,1,0,0,2,0,0
2019-12-02,90,0,31,6,23,7,22,69,3,6,7,5,1,2,2,1,0,0,1,0,0
2019-12-03,65,0,33,9,21,14,17,80,6,13,5,2,2,3,1,0,0,0,3,0,0
2019-12-04,70,0,36,11,16,6,21,81,11,6,11,4,1,2,2,1,0,0,0,0,1
2019-12-05,72,0,32,7,17,2,15,78,10,16,11,5,1,6,0,1,0,0,1,0,0
2019-12-06,52,0,31,9,17,7,21,77,12,13,10,9,0,1,2,1,0,0,2,0,0
2019-12-07,67,0,31,13,15,3,23,67,12,10,8,4,0,2,2,2,0,0,0,0,0
2019-12-08,64,0,28,9,18,5,36,57,11,8,9,2,0,1,1,1,0,0,1,0,0
2019-12-09,66,0,27,3,21,6,20,73,14,11,10,5,1,2,2,1,0,0,3,0,0
2019-12-10,58,0,37,10,12,2,52,60,6,8,15,6,2,3,1,1,0,0,4,0,0
2019-12-11,68,0,27,12,19,6,22,99,14,10,9,7,1,4,1,0,0,0,2,0,0
2019-12-12,70,0,27,14,24,3,19,79,14,6,9,5,1,2,1,0,0,0,0,0,0
2019-12-13,67,0,40,12,20,5,21,86,10,8,9,10,0,1,1,0,0,0,0,0,0
2019-12-14,56,0,27,6,22,6,22,59,4,7,10,6,3,2,2,3,0,0,2,0,0
2019-12-15,61,0,28,8,19,8,15,62,8,9,7,8,1,1,3,5,0,0,1,0,0
2019-12-16,54,0,36,7,28,5,19,67,13,12,15,5,3,4,1,2,0,0,0,0,0
2019-12-17,68,0,38,10,28,6,23,71,5,11,10,5,2,4,4,0,0,0,6,0,0
2019-12-18,70,0,27,11,19,6,13,81,12,4,8,4,2,1,5,3,0,0,0,0,0
2019-12-19,72,0,42,12,11,5,14,70,10,14,8,11,1,1,1,1,0,0,3,0,0
2019-12-20,59,0,31,11,18,8,21,72,9,11,11,5,3,4,1,3,0,0,1,0,0
2019-12-21,70,0,36,10,21,3,25,77,9,12,8,3,1,2,2,0,0,0,1,0,0
2019-12-22,69,0,30,14,17,7,28,69,10,7,7,7,1,2,2,4,0,0,3,0,0
2019-12-23,66,0,40,6,11,6,19,75,9,18,9,5,1,3,2,2,0,0,1,0,0
2019-12-24,59,0,32,14,22,7,17,92,8,11,4,10,1,1,5,1,0,0,2,0,0
2019-12-25,50,0,29,11,18,2,30,83,16,3,10,6,2,0,1,2,0,0,1,0,0
2019-12-26,72,0,36,11,15,3,11,70,12,4,11,7,1,3,1,3,0,0,1,0,0
2019-12-27,55,0,21,8,22,6,20,61,9,6,5,5,1,1,0,2,0,0,2,0,0
2019-12-28,43,0,25,10,25,10,18,54,13,5,4,6,3,0,0,0,0,0,2,0,0
2019-12-29,65,0,21,7,19,6,18,65,12,7,7,7,3,4,1,1,0,0,2,0,0
2019-12-30,69,0,29,8,14,10,29,65,4,11,8,7,1,3,3,1,0,0,1,0,0
2019-12-31,68,0,32,9,16,8,30,58,12,15,16,6,2,4,1,1,0,0,5,0,0
2020-01-01,77,0,36,9,16,4,52,78,6,11,12,8,3,1,2,2,0,0,0,0,0
2020-01-02,80,0,34,13,25,8,22,66,8,17,5,6,2,2,1,1,0,0,1,0,0
2020-01-03,81,0,35,15,30,5,26,84,9,8,18,6,1,3,1,1,0,0,1,0,0
2020-01-04,85,0,37,7,20,8,18,81,10,17,7,10,0,4,4,0,0,0,6,0,0
2020-01-05,79,0,42,12,19,4,21,68,12,6,15,4,0,1,0,0,0,0,1,0,0
2020-01-06,75,0,31,18,18,10,23,97,8,8,9,9,2,3,0,0,0,0,1,0,0
2020-01-07,61,0,34,8,17,13,15,85,15,7,10,6,2,2,2,0,0,1,0,0,0
2020-01-08,58,0,35,12,18,7,21,87,7,13,15,12,0,2,2,3,0,0,0,0,0
2020-01-09,67,0,35,12,28,2,19,71,13,10,8,8,0,3,4,4,0,0,3,0,0
2020-01-10,77,0,23,13,24,4,25,93,11,6,10,9,3,1,0,1,0,0,0,0,0
2020-01-11,57,0,38,13,22,6,26,88,13,9,10,11,3,3,1,3,0,0,2,0,0
2020-01-12,70,0,32,8,19,5,30,64,12,19,9,3,2,4,0,0,0,0,1,0,0
2020-01-13,83,0,46,9,15,7,25,71,12,14,11,4,2,3,2,4,0,0,4,0,0
2020-01-14,63,0,32,19,30,5,14,78,11,7,7,3,1,3,2,0,0,0,2,0,0
2020-01-15,66,0,34,10,18,5,22,95,7,11,12,11,3,2,1,2,0,0,1,0,0
2020-01-16,53,0,27,6,19,8,15,88,14,13,6,4,2,1,2,1,0,0,2,0,0
2020-01-17,69,0,30,16,16,10,35,89,10,10,12,2,0,3,0,4,0,0,3,0,0
2020-01-18,86,0,21,15,26,10,27,85,9,13,11,7,1,0,0,5,0,0,1,0,0
2020-01-19,67,0,26,14,19,5,31,70,10,14,9,7,2,3,3,1,0,0,2,0,0
2020-01-20,60,0,32,9,17,8,18,66,11,10,12,3,2,0,2,3,0,0,0,0,0
2020-01-21,63,0,32,22,17,5,28,83,9,8,10,9,3,2,2,1,0,0,3,0,0
2020-01-22,64,0,35,7,25,10,20,78,9,7,16,5,2,3,1,3,0,0,2,0,0
2020-01-23,57,0,25,12,21,5,22,76,11,11,14,8,1,3,2,2,0,0,1,0,0
2020-01-24,56,0,22,10,24,7,23,85,12,6,8,6,0,2,2,1,0,0,3,0,0
2020-01-25,72,0,34,10,21,12,22,77,8,12,10,7,0,4,1,2,0,0,2,0,0
2020-01-26,63,0,40,15,17,7,32,75,12,7,11,6,2,1,1,3,0,0,1,0,0
2020-01-27,80,0,33,13,33,6,19,74,7,15,15,6,1,3,1,3,0,0,4,1,0
2020-01-28,73,0,29,16,29,7,24,63,13,9,11,9,0,5,2,1,0,0,1,0,0
2020-01-29,65,0,41,8,17,4,18,77,8,14,7,8,1,3,5,2,0,0,0,0,0
2020-01-30,55,0,26,15,17,4,19,92,5,11,12,3,0,3,3,2,0,1,2,1,0
2020-01-31,64,0,43,6,20,4,24,73,4,12,13,7,2,4,0,2,0,0,1,0,0
2020-02-01,60,0,27,9,32,5,27,81,11,14,9,7,0,10,2,1,0,0,2,0,0
2020-02-02,57,0,18,8,23,5,28,58,9,13,8,8,0,2,0,0,0,0,2,0,0
2020-02-03,63,0,31,17,23,7,21,71,13,14,9,4,1,4,4,1,0,0,3,0,0
2020-02-04,56,0,32,9,20,5,15,99,12,8,8,5,2,4,1,0,0,0,0,0,0
2020-02-05,67,0,24,10,20,4,22,70,10,9,17,4,2,3,7,3,0,0,0,0,0
2020-02-06,66,0,36,11,19,4,18,66,14,3,7,9,2,4,2,0,0,0,3,0,0
2020-02-07,77,0,32,16,24,7,21,75,9,16,8,9,4,1,1,0,0,0,1,0,0
2020-02-08,47,0,37,10,14,3,31,72,16,10,17,5,2,2,0,0,0,0,1,0,0
2020-02-09,83,0,37,9,24,12,28,87,12,11,11,5,1,1,1,1,0,0,1,0,0
2020-02-10,63,0,29,12,26,6,23,82,5,9,10,4,2,2,0,2,0,0,0,0,0
2020-02-11,69,0,21,8,34,4,18,74,10,10,4,5,5,1,1,2,0,0,2,0,0
2020-02-12,62,0,19,12,16,5,19,72,11,10,14,12,3,1,1,1,0,0,0,0,0
2020-02-13,57,0,23,5,23,11,24,81,5,10,11,7,1,3,4,0,0,0,1,0,0
2020-02-14,64,0,27,3,21,3,12,77,9,11,7,7,0,3,3,0,0,0,1,0,0
2020-02-15,56,0,33,14,28,7,35,66,13,14,9,4,1,4,2,0,0,0,1,0,0
2020-02-16,69,0,32,16,33,4,24,87,13,9,5,6,0,3,1,2,0,0,1,0,0
2020-02-17,76,0,27,14,26,10,21,70,11,7,7,6,1,0,3,2,0,0,3,0,0
2020-02-18,70,0,27,9,22,6,20,72,10,5,18,9,3,2,1,4,0,0,1,0,0
2020-02-19,55,0,29,8,23,6,19,69,14,9,9,4,0,3,1,2,0,0,1,0,0
2020-02-20,73,0,29,12,22,5,21,74,13,8,8,3,1,2,2,2,0,0,1,0,0
2020-02-21,70,0,27,9,25,2,22,70,8,6,11,4,0,2,1,2,0,0,3,0,0
2020-02-22,75,0,41,13,10,6,40,65,6,8,10,7,1,0,0,0,0,0,1,0,0
2020-02-23,54,0,27,13,26,3,23,70,8,13,9,8,2,2,2,2,0,0,0,0,0
2020-02-24,63,0,29,11,20,4,22,56,10,7,9,7,3,2,0,4,0,0,2,0,0
2020-02-25,63,0,22,2,23,7,17,79,9,14,6,8,5,1,3,4,0,0,2,0,0
2020-02-26,52,0,29,8,17,5,21,89,7,7,8,4,3,4,3,1,0,0,0,0,0
2020-02-27,66,0,21,12,26,5,19,74,10,8,10,6,2,0,0,2,0,0,3,0,0
2020-02-28,56,0,20,8,30,4,19,79,10,9,14,4,2,3,2,3,0,0,2,0,0
2020-02-29,78,0,35,14,13,4,31,73,13,14,13,6,1,1,0,0,1,0,0,1,0
2020-03-01,57,0,37,11,22,7,36,71,10,4,12,9,0,5,2,2,0,0,1,0,0
2020-03-02,70,0,27,13,16,9,21,72,12,9,7,6,2,0,0,3,0,0,1,0,0
2020-03-03,73,0,29,8,20,3,12,65,8,8,6,5,1,1,5,1,0,0,3,0,0
2020-03-04,56,0,36,2,21,3,21,79,13,10,10,9,1,2,0,0,0,0,1,0,0
2020-03-05,60,0,36,15,19,6,19,80,9,9,5,3,1,1,1,2,0,0,2,0,0
2020-03-06,64,0,37,6,22,5,19,81,7,10,17,6,1,0,2,1,0,0,2,0,0
2020-03-07,56,0,23,7,21,4,26,75,10,9,7,3,4,0,2,1,0,0,4,1,0
2020-03-08,69,0,29,18,27,9,19,79,12,12,10,3,4,5,1,3,0,0,3,0,0
2020-03-09,60,0,28,9,15,5,27,61,14,13,14,7,1,3,2,5,0,0,1,0,0
2020-03-10,61,0,43,14,29,2,28,73,12,8,12,8,0,1,1,2,0,0,2,0,0
2020-03-11,52,0,33,12,30,8,15,76,11,7,15,3,3,2,0,2,0,0,1,0,0
2020-03-12,59,0,26,12,15,7,25,81,6,15,9,3,2,4,2,1,0,0,0,1,0
2020-03-13,61,0,37,8,35,6,25,78,8,9,10,10,0,3,1,0,0,0,1,0,0
2020-03-14,67,0,29,13,23,3,25,81,11,10,5,6,5,3,1,4,0,0,1,0,0
2020-03-15,63,0,24,6,16,3,33,64,10,8,8,8,2,3,0,1,0,0,0,0,0
2020-03-16,59,1,35,9,19,10,16,76,10,10,8,10,2,3,1,2,0,0,3,0,0
2020-03-17,65,0,27,13,29,4,33,77,9,7,12,11,4,1,0,3,0,0,1,0,0
2020-03-18,71,0,35,11,28,7,22,84,11,10,13,4,1,3,1,3,0,0,0,0,0
2020-03-19,75,1,33,9,28,9,21,73,10,10,9,4,2,2,4,3,0,0,4,0,0
2020-03-20,58,2,39,8,16,5,21,80,15,7,8,7,3,1,2,2,0,0,1,1,0
2020-03-21,62,2,33,6,18,7,22,73,9,11,14,8,2,3,3,2,0,0,0,0,0
2020-03-22,64,1,35,13,20,10,20,74,8,6,16,10,2,2,1,2,0,0,0,0,0
2020-03-23,62,1,25,14,21,3,21,91,9,15,10,7,0,2,2,1,0,0,1,0,0
2020-03-24,76,3,28,10,22,2,23,67,10,9,9,7,3,1,0,1,0,0,3,0,0
2020-03-25,77,2,40,7,21,6,18,75,12,8,13,9,3,2,0,4,0,0,3,0,0
2020-03-26,71,2,35,6,28,4,21,75,8,15,8,6,2,1,2,0,0,0,0,0,0
2020-03-27,66,6,41,8,21,3,15,82,14,9,7,7,1,8,0,1,0,0,0,0,0
2020-03-28,71,7,38,9,20,4,17,78,4,8,10,2,1,1,1,1,0,0,2,0,0
2020-03-29,75,6,35,11,22,7,18,74,13,8,7,5,1,1,0,6,0,0,1,0,0
2020-03-30,65,9,39,13,25,8,18,83,5,16,6,5,0,0,1,3,0,0,2,0,0
2020-03-31,68,8,40,9,22,5,10,72,13,9,10,5,2,4,3,1,0,0,1,0,0
2020-04-01,77,6,40,14,26,4,18,80,11,9,10,8,2,6,2,1,0,0,2,0,0
2020-04-02,60,11,29,10,27,4,19,81,10,7,7,8,0,1,3,1,0,0,0,0,0
2020-04-03,59,12,37,18,22,7,24,85,8,18,8,8,1,3,4,1,0,0,3,0,0
2020-04-04,80,15,43,13,18,5,19,71,5,11,16,4,3,2,2,3,0,0,0,0,0
2020-04-05,79,10,32,8,18,3,14,79,17,4,5,6,0,1,1,2,0,0,0,1,0
2020-04-06,67,13,33,5,18,5,12,89,7,11,12,7,1,0,2,2,0,0,1,0,0
2020-04-07,67,16,18,18,25,3,28,89,12,6,5,1,1,3,2,2,0,0,2,0,0
2020-04-08,82,16,22,13,26,4,15,57,10,10,15,6,0,1,6,4,0,0,0,0,0
2020-04-09,69,11,26,5,20,8,15,83,11,10,6,3,0,4,2,1,0,0,1,0,0
2020-04-10,86,12,33,16,23,10,19,52,9,6,13,11,2,0,2,1,0,0,0,0,0
2020-04-11,81,15,32,15,21,7,16,74,5,12,10,3,3,2,1,0,0,0,2,0,0
2020-04-12,70,10,28,8,32,3,15,62,15,11,5,3,3,2,0,0,0,0,0,0,0
2020-04-13,86,13,23,10,24,5,22,73,13,7,7,9,2,2,0,3,0,0,1,0,0
2020-04-14,74,15,38,10,15,10,19,74,9,11,7,5,4,1,5,0,0,0,1,0,0
2020-04-15,69,18,32,10,32,8,15,70,9,10,10,9,1,1,3,0,0,0,5,0,0
2020-04-16,56,15,28,11,31,7,20,62,11,17,11,9,1,0,5,3,0,0,1,0,0
2020-04-17,74,8,32,12,19,5,13,69,10,17,13,2,3,2,1,2,0,0,0,0,0
2020-04-18,73,15,33,6,21,9,20,68,10,13,11,4,1,3,1,2,0,0,2,0,0
2020-04-19,69,24,29,8,19,4,30,91,11,13,8,7,1,2,0,1,0,0,0,0,0
2020-04-20,78,17,34,10,29,6,23,73,5,11,7,7,2,2,1,1,0,0,3,0,0
2020-04-21,74,20,18,11,27,6,5,88,10,5,11,2,0,1,4,2,0,0,3,0,0
2020-04-22,73,18,34,11,22,6,21,80,13,6,10,3,1,1,1,3,0,0,3,0,0
2020-04-23,64,18,32,11,17,10,13,85,3,15,10,5,2,3,0,0,0,0,0,0,0
2020-04-24,61,17,29,7,18,3,27,78,22,11,3,5,1,1,1,3,0,0,5,0,0
2020-04-25,75,18,31,17,20,10,22,72,11,8,6,6,2,2,3,2,0,0,1,0,0
2020-04-26,53,21,19,15,20,11,30,84,15,8,12,5,3,4,0,2,0,0,0,0,0
2020-04-27,81,25,38,9,13,6,21,95,9,14,11,4,0,1,0,2,0,0,3,1,0
2020-04-28,52,27,28,7,15,4,19,88,21,9,11,8,0,3,2,1,0,0,2,0,0
2020-04-29,63,18,22,6,21,3,14,73,7,15,7,6,1,2,1,0,0,0,0,0,0
2020-04-30,84,19,22,10,12,5,18,79,14,15,12,8,0,9,1,0,0,0,1,0,0
2020-05-01,60,25,19,7,16,5,18,89,19,8,10,4,0,1,1,4,0,0,2,1,0
2020-05-02,89,20,12,11,23,3,24,66,15,5,10,4,3,1,0,1,0,0,0,0,0
2020-05-03,82,34,19,6,18,7,19,75,9,8,8,6,2,2,2,4,0,0,2,1,0
2020-05-04,84,25,39,12,22,9,21,79,12,12,10,7,2,0,2,1,0,0,1,0,0
2020-05-05,90,26,28,11,25,11,22,71,14,10,8,9,2,4,0,5,0,0,3,0,0
2020-05-06,77,33,32,9,20,7,24,73,11,7,10,10,1,5,2,1,0,1,0,1,0
2020-05-07,73,42,21,7,25,7,25,95,7,9,13,7,0,4,1,2,0,0,1,0,0
2020-05-08,74,37,18,9,23,10,28,69,12,14,9,7,2,4,2,1,0,1,3,0,0
2020-05-09,67,51,20,14,23,10,22,77,6,16,9,2,1,1,1,5,0,0,3,0,0
2020-05-10,66,49,40,12,19,6,24,81,12,12,11,4,1,2,1,1,0,0,2,0,0
2020-05-11,57,44,24,16,23,10,11,56,13,15,9,3,1,0,0,2,0,0,3,0,0
2020-05-12,68,44,18,12,14,5,23,73,8,10,8,7,1,1,2,2,0,0,2,0,0
2020-05-13,88,59,20,3,23,6,23,84,17,17,5,3,0,6,2,2,0,0,5,0,0
2020-05-14,94,71,29,13,29,5,16,69,13,12,6,5,0,3,0,2,0,0,3,1,0
2020-05-15,85,54,27,9,27,8,27,73,14,19,14,6,2,2,4,2,0,0,2,0,0
2020-05-16,63,85,33,10,24,6,21,79,12,12,14,3,1,3,0,1,0,0,0,0,0
2020-05-17,84,86,33,7,14,8,23,86,2,6,4,7,1,2,0,2,0,0,0,0,0
